gvkey,datadate,fyear,indfmt,tic,conm,curcd,at,ci,emp,lt,txpd,xopr,costat,mkvalt,prcc_f,city,state
14301,20161231,2016,INDL,CNMGF,CANAM GROUP INC,CAD,1273.315,-26.382,,705.595,14.909,1837.693,A,419.2045,9.02,Saint-Georges,QC
14304,20161231,2016,INDL,AKRX,AKORN INC,USD,1973.72,179.418,2.388,1154.536,132.695,623.12,A,2715.4337,21.83,Lake Forest,IL
14309,20161231,2016,INDL,IPAR,INTER PARFUMS INC,USD,682.409,30.073,0.347,198.751,28.124,443.705,A,1019.7695,32.75,New York,NY
14311,20161231,2016,INDL,PII,POLARIS INDUSTRIES INC,USD,3099.597,191.603,10,2223.829,126.799,4073.449,A,5199.5505,82.39,Medina,MN
14313,20161231,2016,INDL,OSB,NORBORD INC,USD,1799,151,2.6,1149,2,1392,A,2166.45,25.25,Toronto,ON
14320,20161231,2016,INDL,ICPT,INTERCEPT PHARMA INC,USD,739.253,-413.378,0.456,424.321,,378.658,A,2696.693,108.65,New York,NY
14326,20161231,2016,INDL,ONEXF,ONEX CORP,CAD,57614.994,-63.102,,55801.141,381.298,27252.095,A,9401.9054,91.38,Toronto,ON
14326,20161231,2016,FS,ONEXF,ONEX CORP,CAD,57615,,,55801,,,A,9401.9054,91.38,Toronto,ON
14330,20161231,2016,INDL,WFTBF,WEST FRASER TIMBER CO,CAD,3600,305,7.8,1359,7,3795,A,3752.6056,48.01,Vancouver,BC
14333,20161231,2016,INDL,IGIFF,IGM FINANCIAL INC,CAD,15625.293,728.856,3.371,10878.533,213.004,2091.344,A,,38.2,Winnipeg,MB
14333,20161231,2016,FS,IGIFF,IGM FINANCIAL INC,CAD,15625.293,,3.371,10878.533,,,A,,38.2,Winnipeg,MB
14352,20161231,2016,INDL,SNCAF,SNC-LAVALIN GROUP INC,CAD,9298.319,135.587,34.952,5401.985,53.224,7918.528,A,8689.131,57.79,Montreal,QC
14353,20160831,2016,INDL,SJR,SHAW COMMUNICATIONS INC-CL B,CAD,15239,1173,14,8944,242,2720,A,12901.5844,26.23,Calgary,AB
14359,20161231,2016,INDL,PXD,PIONEER NATURAL RESOURCES CO,USD,16459,-556,3.604,6048,-66,3018,A,30562.2007,180.07,Irving,TX
14369,20161231,2016,INDL,USM,US CELLULAR CORP,USD,7110,49,6.3,3464,-11,3308,A,3716.2,43.72,Chicago,IL
14370,20161231,2016,INDL,MAN,MANPOWERGROUP,USD,7574.2,303.7,28,5127.8,163.9,18818,A,5951.535,88.87,Milwaukee,WI
14372,20160930,2016,INDL,TMBCF,TEMBEC INC,CAD,1160,-12,3,1101,3,1356,A,91,0.91,Montreal,
14390,20161231,2016,INDL,FTS,FORTIS INC,CAD,47904,667,8.425,31454,62,4297,A,16645.6096,41.46,St. John's,NF
14391,20161231,2016,INDL,TAC,TRANSALTA CORP,CAD,10996,361,2.341,6333,27,1483,A,2139.097,7.43,Calgary,AB
14392,20161231,2016,INDL,ENB2,ENBRIDGE GAS DISTRIBUTION,CAD,10294,221,2.071,7082,5,2153,A,,,Toronto,ON
14401,20161231,2016,INDL,ITIC,INVESTORS TITLE CO,USD,228.938,,,73.802,,110.361,A,298.0111,158.18,Chapel Hill,NC
14402,20161231,2016,INDL,SBY,SILVER BAY REALTY TRUST CORP,USD,1218.561,1.84,0.187,682.68,0.227,109.68,A,606.4132,17.14,Plymouth,MN
14403,20161231,2016,INDL,DX,DYNEX CAPITAL INC,USD,3397.731,,,2930.547,,14.707,A,335.2235,6.82,Glen Allen,VA
14412,20161231,2016,INDL,BID,SOTHEBY'S,USD,2504.426,49.885,1.617,1998.824,32.4,626.354,A,2111.4241,39.86,New York,NY
14418,20161231,2016,INDL,MGM,MGM RESORTS INTERNATIONAL,USD,28173.301,1236.077,75,18149.85,68.236,7319.208,A,16551.9949,28.83,Las Vegas,NV
14433,20161231,2016,INDL,CDUAF,CANADIAN UTILITIES  -CL A,CAD,18781,580,5.388,12361,52,1618,A,9706.0195,36.19,Calgary,AB
14435,20161231,2016,INDL,FM,ISHARES MSCI FRONTIER 100,USD,,,,,,,A,,24.85,San Francisco,CA
14437,20161231,2016,INDL,ATE1,ATLANTIC CITY ELECTRIC CO,USD,3457,-42,0.595,2423,200,1086,A,,,Newark,DE
14447,20161231,2016,INDL,LVMUY,LVMH MOET HENNESSY LOUIS V,USD,62913.134,4793.774,,33469.888,2029.15,30553.316,A,,38.266,Paris,
14477,20161231,2016,INDL,WM,WASTE MANAGEMENT INC,USD,20859,1227,41.2,15539,442,9802,A,31151.8976,70.91,Houston,TX
14489,20170131,2016,INDL,DVMT,DELL TECHNOLOGIES INC,USD,118206,,,98966,,58566,A,13794.81,62.99,Round Rock,TX
14507,20161231,2016,INDL,VEGA,ADVISORSHARES STAR GLB BYWRT,USD,,,,,,,A,,27.6499,Bethesda,MD
14517,20161231,2016,INDL,TMXXF,TMX GROUP LTD,CAD,22201.4,190.5,1.075,19280.7,69,358.9,A,3935.1734,71.52,Toronto,ON
14517,20161231,2016,FS,TMXXF,TMX GROUP LTD,CAD,22201.4,,1.075,19280.7,,,A,3935.1734,71.52,Toronto,ON
14535,20161231,2016,INDL,SSP,EW SCRIPPS  -CL A,USD,1728.373,63.69,4.1,782.438,1.1,756.695,A,1584.5768,19.33,Cincinnati,OH
14538,20161231,2016,INDL,TEVA,TEVA PHARMACEUTICALS,USD,92890,-953,56.96,57897,341,15624,A,,36.25,Petach Tikva,
14561,20160630,2016,INDL,IIVI,II-VI INC,USD,1212.591,42.804,8.927,430.253,18.5,667.44,A,1160.7562,18.76,Saxonburg,PA
14563,20161231,2016,INDL,MERC,MERCER INTL INC,USD,1158.708,21.248,1.486,779.58,13.352,746.404,A,688.9911,10.65,Vancouver,
14580,20161231,2016,INDL,LNT1,WISCONSIN POWER & LIGHT,USD,5290.3,192.8,1.286,3559.5,-27.8,939.6,A,,,Madison,WI
14581,20161031,2016,INDL,MGCD,MGC DIAGNOSTICS CORP,USD,30.678,-3.752,0.155,13.755,0.205,36.345,A,32.6576,7.53,Saint Paul,MN
14590,20161231,2016,INDL,FCX,FREEPORT-MCMORAN INC,USD,37317,-4068,30,28060,176,14533,A,19059.55,13.19,Phoenix,AZ
14592,20161231,2016,INDL,AB,ALLIANCEBERNSTEIN HOLDING LP,USD,1540.508,209.244,3.438,0.619,22.456,0,A,2266.4894,23.45,New York,NY
14605,20161231,2016,INDL,WPPGY,WPP PLC,USD,42646.912,3417.596,,30596.624,510.999,15065.944,A,,110.66,London,
14611,20161231,2016,INDL,UBMPY,UBM PLC,USD,3254.377,812.392,,1742.478,48.238,765.634,A,,9.039,London,
14624,20161231,2016,INDL,ODP,OFFICE DEPOT INC,USD,5540,370,38,3688,48,10389,A,2328.2068,4.52,Boca Raton,FL
14659,20161031,2016,INDL,BCV,BANCROFT FUND LTD,USD,,,,,,,A,,20.81,Rye,NY
14661,20161231,2016,INDL,CET,CENTRAL SECURITIES CORP,USD,,,,,,,A,,21.79,New York,NY
14666,20160930,2016,INDL,ECF,ELLSWORTH GRWTH INCM FD LTD,USD,,,,,,,A,,8.19,Rye,NY
14667,20161031,2016,INDL,FAX,ABERDEEN ASIA PACIFIC INCOME,USD,,,,,,,A,,4.92,Singapore,
14671,20160930,2016,INDL,EXGI,ENGEX INC,USD,,,,,,,A,,5,New York,NY
14672,20161031,2016,INDL,IAF,ABERDEEN AUSTRALIA EQTY FD,USD,,,,,,,A,,5.56,Sydney,
14681,20160831,2016,INDL,EMF,TEMPLETON EMERGING MKTS FUND,USD,,,,,,,A,,12.56,Singapore,
14686,20170331,2016,INDL,APB,ASIA PACIFIC FUND,USD,,,,,,,A,,12.23,Central,
14691,20161231,2016,INDL,CLM,CORNERSTONE STRAT VALUE FD,USD,,,,,,,A,,15.17,Asheville,NC
14692,20161130,2016,INDL,CMU,MFS HIGH YIELD MUNICIPAL TR,USD,,,,,,,A,,4.37,Boston,MA
14694,20160831,2016,INDL,TWN,TAIWAN FUND INC,USD,,,,,,,A,,16.96,Central,
14698,20170331,2016,INDL,INSI,INSIGHT SELECT INCOME FD,USD,,,,,,,A,,19.16,Armonk,NY
14700,20161231,2016,INDL,DNP,DNP SELECT INCOME FUND INC,USD,,,,,,,A,,10.23,Chicago,IL
14701,20161231,2016,INDL,CRF,CORNERSTONE TOTAL RETURN FD,USD,,,,,,,A,,15.07,Asheville,NC
14703,20161231,2016,INDL,CIK,CREDIT SUISSE ASST INCOME FD,USD,,,,,,,A,,3.16,New York,NY
14708,20161231,2016,INDL,GAB,GABELLI EQUITY TRUST,USD,,,,,,,A,,5.52,Rye,NY
14710,20161231,2016,INDL,EEA,EUROPEAN EQUITY FUND INC,USD,,,,,,,A,,7.72,Frankfurt,
14714,20161231,2016,INDL,ASG,LIBERTY ALL-STAR GROWTH FUND,USD,,,,,,,A,,4.18,Denver,CO
14715,20161231,2016,INDL,JHI,JOHN HANCOCK INVESTORS TRUST,USD,,,,,,,A,,16.6,Boston,MA
14716,20160930,2016,INDL,HQH,TEKLA HEALTHCARE INVESTORS,USD,,,,,,,A,,23.81,Boston,MA
14718,20161231,2016,INDL,SWZ,SWISS HELVETIA FUND,USD,,,,,,,A,,10.21,New York,NY
14728,20160630,2016,INDL,KF,KOREA FUND,USD,,,,,,,A,,32.33,San Diego,CA
14729,20161231,2016,INDL,USA,LIBERTY ALL-STAR EQUITY,USD,,,,,,,A,,5.16,Denver,CO
14733,20161130,2016,INDL,MGF,MFS GVT MKTS INCOME TR,USD,,,,,,,A,,5.06,Boston,MA
14734,20161031,2016,INDL,MIN,MFS INTERM INCOME SBI,USD,,,,,,,A,,4.45,Boston,MA
14735,20161031,2016,INDL,MMT,MFS MULTIMARKET INCOME TR,USD,,,,,,,A,,5.97,Boston,MA
14737,20161031,2016,INDL,MFM,MFS MUNICIPAL INC TR,USD,,,,,,,A,,6.88,Boston,MA
14739,20161231,2016,INDL,MCI,BARINGS CORPORATE INVESTORS,USD,,,,,,,A,,15.48,Boston,MA
14740,20161031,2016,INDL,MXF,MEXICO FUND INC,USD,,,,,,,A,,16.2692,Polanco,
14743,20161231,2016,INDL,HYB,NEW AMERICA HI INCOME FUND,USD,,,,,,,A,,9.26,Baltimore,MD
14747,20161031,2016,INDL,NMI,NUVEEN MUNICIPAL INCOME FUND,USD,,,,,,,A,,12.2,Chicago,IL
14748,20161031,2016,INDL,NUV,NUVEEN MUNI VALUE FUND INC,USD,,,,,,,A,,9.98,Chicago,IL
14749,20160930,2016,INDL,NNY,NUVEEN N Y MUNI VALUE FUND,USD,,,,,,,A,,10.33,Chicago,IL
14752,20161231,2016,INDL,PAI,WESTERN ASSET INCOME FUND,USD,,,,,,,A,,14.31,Pasadena,CA
14753,20161231,2016,INDL,PEO,ADAMS NATURAL RESOURCES FUND,USD,,,,,,,A,,20.17,Baltimore,MD
14757,20160831,2016,INDL,PCF,PUTNAM HIGH INCOME SEC FUND,USD,,,,,,,A,,8.02,Boston,MA
14760,20160930,2016,INDL,PIM,PUTNAM MASTER INTERM INCOME,USD,,,,,,,A,,4.42,Boston,MA
14763,20161231,2016,INDL,RVT,ROYCE VALUE TRUST,USD,,,,,,,A,,13.39,New York,NY
14769,20161231,2016,INDL,TSI,TCW STRATEGIC INCOME FUND,USD,,,,,,,A,,5.33,Los Angeles,CA
14770,20160831,2016,INDL,GIM,TEMPLETON GLOBAL INCOME FUND,USD,,,,,,,A,,6.435,San Mateo,CA
14771,20161231,2016,INDL,TTF,THAI FUND INC,USD,,,,,,,A,,7.6,New York,NY
14777,20161231,2016,INDL,ZF,ZWEIG FUND INC,USD,,,,,,,A,,12.0889,New York,NY
14779,20160930,2016,INDL,LEO,DREYFUS STRATEGIC MUNI,USD,,,,,,,A,,9.35,New York,NY
14790,20161231,2016,INDL,MTH,MERITAGE HOMES CORP,USD,2888.691,149.541,1.485,1467.196,65.02,2826.519,A,1393.0788,34.8,Scottsdale,AZ
14793,20161231,2016,INDL,ARCH,ARCH COAL INC,USD,2136.597,1300.093,4.025,1390.02,-0.336,1887.509,A,1951.4061,78.05,St. Louis,MO
14794,20161231,2016,INDL,CMT,CORE MOLDING TECHNOLOGIES,USD,134.836,,,38.07,,163.337,A,130.6349,17.11,Columbus,OH
14802,20160930,2016,INDL,NABZY,NATIONAL AUSTRALIA BK,USD,596202.787,1008.977,,556859.576,2413.572,15914.391,A,,10.664,Docklands,
14802,20160930,2016,FS,NABZY,NATIONAL AUSTRALIA BK,USD,596202.787,1008.977,,556859.576,,,A,,10.664,Docklands,
14804,20160731,2016,INDL,PPT,PUTNAM PREMIER INCOME TR,USD,,,,,,,A,,4.72,Boston,MA
14822,20161231,2016,FS,WRB,BERKLEY (W R) CORP,USD,23364.844,,7.683,18283.71,,,A,8060.6129,66.51,Greenwich,CT
14822,20161231,2016,INDL,WRB,BERKLEY (W R) CORP,USD,23364.844,725.81,7.683,18283.71,232,6581.754,A,8060.6129,66.51,Greenwich,CT
14824,20161231,2016,FS,CINF,CINCINNATI FINANCIAL CORP,USD,20386,,4.754,13326,,,A,12452.3153,75.75,Fairfield,OH
14824,20161231,2016,INDL,CINF,CINCINNATI FINANCIAL CORP,USD,20386,940,4.754,13326,213,4554,A,12452.3153,75.75,Fairfield,OH
14828,20161231,2016,FS,ORI,OLD REPUBLIC INTL CORP,USD,18591.6,,8.5,14119.3,,,A,4991.68,19,Chicago,IL
14828,20161231,2016,INDL,ORI,OLD REPUBLIC INTL CORP,USD,18591.6,761.4,8.5,14120,178.6,5134.6,A,4991.68,19,Chicago,IL
14846,20161231,2016,INDL,BGB,BLACKSTONE/GSO STRATEGIC CRD,USD,,,,,,,A,,15.34,New York,NY
14847,20161130,2016,INDL,SZC,CUSHING RENAISSANCE FUND,USD,,,,,,,A,,17.49,Dallas,TX
14869,20161231,2016,INDL,TLTD,FLEXSHARES MS DEV EX USF FD,USD,,,,,,,A,,56.41,Chicago,IL
14879,20161231,2016,INDL,TLTE,FLEXSHARES MS EM FAC TILT FD,USD,,,,,,,A,,45.97,Chicago,IL
14898,20161231,2016,INDL,DDD,3D SYSTEMS CORP,USD,849.153,-52.837,2.445,213.581,11.045,589.36,A,1509.9434,13.29,Rock Hill,SC
14912,20161231,2016,INDL,EIX1,SOUTHERN CALIFORNIA EDISON,USD,50891,1501,11.947,36408,18,7615,A,,,Rosemead,CA
14924,20161231,2016,INDL,NTP,NAM TAI PROPERTY INC,USD,248.801,-9.534,,12.455,,7.315,A,269.36,7.4,Shenzhen,
14934,20161231,2016,INDL,DVN,DEVON ENERGY CORP,USD,25913,-3650,5,15538,-159,12096,A,23885.41,45.67,Oklahoma City,OK
14954,20160831,2016,INDL,LNN,LINDSAY CORP,USD,499.565,21.403,1.366,247.998,18.395,465.155,A,764.9348,71.96,Omaha,NE
14957,20160630,2016,INDL,AFTM,AFTERMASTER INC,USD,1.993,-5.692,0.011,6.642,,9.325,A,39.8319,0.39,Scottsdale,AZ
14960,20161231,2016,INDL,LH,LABORATORY CP OF AMER HLDGS,USD,14247,439.1,52,8726,345.7,7740.5,A,13184.626,128.38,Burlington,NC
14969,20160930,2016,INDL,DMF,DREYFUS MUNI INCOME,USD,,,,,,,A,,9.6,New York,NY
14971,20160831,2016,INDL,MVF,BLACKROCK MUNIVEST FUND INC,USD,,,,,,,A,,10.77,Wilmington,DE
14974,20161231,2016,INDL,PHF,PACHOLDER HIGH YIELD FD INC,USD,,,,,,,A,,7.2,New York,NY
14995,20161130,2016,INDL,BIF,BOULDER GROWTH & INC FUND,USD,,,,,,,A,,8.65,Boulder,CO
15020,20161231,2016,INDL,TMTNF,TOROMONT INDUSTRIES LTD,CAD,1410.571,154.17,3.69,525.139,55.483,1579.382,A,3320.1553,42.35,Concord,ON
15027,20161231,2016,INDL,TORM,TOR MINERALS INTL INC,USD,35.729,,,7.458,0.095,35.153,A,21.6062,6.1,Corpus Christi,TX
15030,20160930,2016,INDL,CXA.B,CONSOL HCI HOLDINGS  -CL B,CAD,27.923,0.645,0.004,4.879,0.097,1.152,A,19.1357,0.93,Woodbridge,ON
15037,20161231,2016,INDL,GG,GOLDCORP INC,USD,21497,209,8.712,8082,117,2225,A,11611.8432,13.6,Vancouver,BC
15038,20161231,2016,INDL,IFSPF,INTERFOR CORP,CAD,1301.648,59.25,2.856,514.981,0.707,1598.983,A,1052.5509,15.03,Vancouver,BC
15042,20161231,2016,INDL,PKIUF,PARKLAND FUEL CORP,CAD,2561.5,44.6,,1757.6,44.3,6005,A,2707.1749,28.13,Red Deer,AB
15044,20170131,2016,INDL,WDAY,WORKDAY INC,USD,3166.424,-407.006,6.6,2003.518,5.315,1854.072,A,16867.27,83.09,Pleasanton,CA
15055,20161231,2016,INDL,CNQ,CANADIAN NATURAL RESOURCES,CAD,58648,-209,7.27,32381,-444,6802,A,47537.6361,42.79,Calgary,AB
15060,20161231,2016,INDL,CPE,CALLON PETROLEUM CO/DE,USD,2267.587,-91.813,0.121,534.185,0,174.984,A,3090.0002,15.37,Natchez,MS
15070,20161231,2016,INDL,SU,SUNCOR ENERGY INC,CAD,88702,163,12.837,44072,-161,20418,A,73221.4246,43.9,Calgary,AB
15083,20161031,2016,INDL,TCLAF,TRANSCONTINENTAL INC -CL A,CAD,2062.2,129.6,8,993.5,74.4,1636.9,A,1380.3988,17.94,Montreal,QC
15093,20161231,2016,INDL,CVRR,CVR REFINING LP,USD,2331.9,15.3,0.968,1035.2,,4224.5,A,1535.04,10.4,Sugar Land,TX
15101,20161231,2016,INDL,MFA,MFA FINANCIAL INC,USD,12484.022,355.499,0.052,9450.12,0,60.469,A,2837.246,7.63,New York,NY
15101,20161231,2016,FS,MFA,MFA FINANCIAL INC,USD,12484.022,,0.052,9450.12,,,A,2837.246,7.63,New York,NY
15111,20161231,2016,INDL,RPT,RAMCO-GERSHENSON PROPERTIES,USD,2061.498,63.554,0.117,1169.807,0,190.022,A,1314.3298,16.58,Farmington Hills,MI
15111,20161231,2016,FS,RPT,RAMCO-GERSHENSON PROPERTIES,USD,2061.498,,0.117,1169.807,,,A,1314.3298,16.58,Farmington Hills,MI
15117,20161231,2016,INDL,TEP,TALLGRASS ENERGY PRT LP,USD,3018.971,267.894,0,1546.85,,262.007,A,3439.4607,47.45,Leawood,KS
15142,20161231,2016,INDL,STAR,ISTAR INC,USD,4825.514,100.815,0.193,3760.799,0.2,340.755,A,891.1595,12.37,New York,NY
15142,20161231,2016,FS,STAR,ISTAR INC,USD,4825.514,,0.193,3760.799,,,A,891.1595,12.37,New York,NY
15143,20161031,2016,INDL,BKT,BLACKROCK INCOME TRUST INC,USD,,,,,,,A,,6.32,Wilmington,DE
15146,20161231,2016,INDL,QMN,IQ HEDGE MKT NEUTRAL TRK ETF,USD,,,,,,,A,,25.1227,Rye Brook,NY
15153,20161231,2016,FS,AGM,FEDERAL AGRICULTURE MTG CP,USD,15606.02,,0.081,14962.373,,,A,607.9297,57.27,Washington,DC
15153,20161231,2016,INDL,AGM,FEDERAL AGRICULTURE MTG CP,USD,15606.02,122.077,0.081,14962.373,29.5,41.385,A,607.9297,57.27,Washington,DC
15172,20161231,2016,INDL,FCAU,FIAT CHRYSLER AUTOMOBILES NV,USD,110102.734,2430.126,234.499,89681.448,656.334,105512.614,A,13935.0499,9.12,London,
15181,20161231,2016,INDL,BBVA,BBVA,USD,772254.451,1763.239,134.792,713766.825,1792.785,23262.94,A,,6.77,Madrid,
15181,20161231,2016,FS,BBVA,BBVA,USD,772254.451,1763.239,134.792,713766.825,,,A,,6.77,Madrid,
15197,20161231,2016,INDL,CHFC,CHEMICAL FINANCIAL CORP,USD,17355.179,97.028,3.261,14773.653,22.2,257.319,A,3824.3478,54.17,Midland,MI
15197,20161231,2016,FS,CHFC,CHEMICAL FINANCIAL CORP,USD,17355.179,97.028,3.261,14773.653,,,A,3824.3478,54.17,Midland,MI
15199,20161231,2016,INDL,SRCE,1ST SOURCE CORP,USD,5486.268,52.575,1.15,4813.618,19.866,143.957,A,1155.6222,44.66,South Bend,IN
15199,20161231,2016,FS,SRCE,1ST SOURCE CORP,USD,5486.268,52.575,1.15,4813.618,,,A,1155.6222,44.66,South Bend,IN
15208,20161231,2016,INDL,FMCC,FEDERAL HOME LOAN MORTG CORP,USD,2023376,7118,6.004,2018301,2324,3240,A,12155.1758,3.74,McLean,VA
15208,20161231,2016,FS,FMCC,FEDERAL HOME LOAN MORTG CORP,USD,2023376,,6.004,2018301,,,A,12155.1758,3.74,McLean,VA
15210,20161231,2016,INDL,ZTR,VIRTUS GLOBAL DIV & INCM FD,USD,,,,,,,A,,12.04,Hartford,CT
15211,20161231,2016,INDL,DREUF,DREAM INDUSTRIAL REIT,CAD,1658.076,-1.982,,908.719,,71.343,A,508.6695,8.53,Toronto,ON
15212,20161231,2016,INDL,CAPL,CROSSAMERICA PARTNERS LP,USD,931.989,10.715,0.744,711.178,0.808,1716.614,A,844.4948,25.19,Allentown,PA
15215,20161231,2016,INDL,OVAS,OVASCIENCE INC,USD,122.543,-82.15,0.118,14.325,,74.027,A,54.5323,1.53,Waltham,MA
15226,20161130,2016,INDL,KTF,DEUTSCHE MUNICIPAL INCOME TR,USD,,,,,,,A,,12.83,New York,NY
15247,20161231,2016,INDL,VLO,VALERO ENERGY CORP,USD,46173,1941,9.996,25319,444,65238,A,30846.6166,68.32,San Antonio,TX
15252,20161231,2016,INDL,TRS,TRIMAS CORP,USD,1051.65,-52.9,4,551.93,17.21,692.39,A,1069.7435,23.5,Bloomfield Hills,MI
15267,20161231,2016,INDL,IEX,IDEX CORP,USD,3154.944,215.954,7.158,1611.05,109.399,1576.829,A,6884.2765,90.06,Lake Forest,IL
15291,20161231,2016,INDL,HNR,HARVEST NATURAL RESOURCES,USD,107.097,,,7.898,,19.77,A,68.2457,6.18,Houston,TX
15319,20161231,2016,INDL,REPYY,REPSOL SA,USD,68428.665,2594.737,24.535,35600.338,278.573,34378.416,A,,14.155,Madrid,
15334,20161231,2016,INDL,AKZOY,AKZO NOBEL NV,USD,17090.019,387.258,45.6,9667.742,,12766.864,A,,20.881,Amsterdam,
15343,20161231,2016,INDL,MLI,MUELLER INDUSTRIES,USD,1447.476,85.213,4.244,511.039,40.1,1859.784,A,2293.5042,39.96,Memphis,TN
15350,20161231,2016,INDL,BPT,BP PRUDHOE BAY ROYALTY TRUST,USD,1.004,43.621,0,0.218,,1.298,A,508.25,23.75,Houston,TX
15362,20160930,2016,INDL,WBK,WESTPAC BANKING,USD,643416.173,5321.665,35.28,598808.801,2659.682,17675.503,A,,22.74,Sydney,
15362,20160930,2016,FS,WBK,WESTPAC BANKING,USD,643416.173,5321.665,35.28,598808.801,,,A,,22.74,Sydney,
15363,20161231,2016,INDL,TCB,TCF FINANCIAL CORP,USD,21441.326,203.338,6.427,18996.681,23.064,773.2,A,3349.7333,19.59,Wayzata,MN
15363,20161231,2016,FS,TCB,TCF FINANCIAL CORP,USD,21441.326,203.338,6.427,18996.681,,,A,3349.7333,19.59,Wayzata,MN
15364,20161231,2016,INDL,AGII,ARGO GROUP INTL HOLDINGS LTD,USD,7205,182.9,1.306,5412.3,16.1,1353.1,A,1977.8567,65.9,Pembroke,
15364,20161231,2016,FS,AGII,ARGO GROUP INTL HOLDINGS LTD,USD,7205,,1.306,5412.3,,,A,1977.8567,65.9,Pembroke,
15372,20161130,2016,INDL,CXE,MFS HIGH INCOME MUNI TRUST,USD,,,,,,,A,,4.81,Boston,MA
15373,20161130,2016,INDL,CIF,MFS INTERMEDIATE HIGH INCOME,USD,,,,,,,A,,2.48,Boston,MA
15374,20161130,2016,INDL,CXH,MFS INVESTMENT GRADE MUNI TR,USD,,,,,,,A,,9.37,Boston,MA
15377,20160831,2016,INDL,FT,FRANKLIN UNIVERSAL TRUST,USD,,,,,,,A,,6.84,San Mateo,CA
15380,20161130,2016,INDL,KMM,DEUTSCHE MULTI-MARKET INCOME,USD,,,,,,,A,,8.424,New York,NY
15381,20161130,2016,INDL,KSM,DEUTSCHE STRATEGIC MUNI INCM,USD,,,,,,,A,,12.08,New York,NY
15384,20161231,2016,INDL,MPV,BARINGS PARTICIPATON INVSTRS,USD,,,,,,,A,,14.199,Boston,MA
15385,20161031,2016,INDL,MHF,WESTERN ASST MUNI HI INCM FD,USD,,,,,,,A,,7.53,New York,NY
15386,20170131,2016,INDL,MEN,BLACKROCK MUNIENHANCED FUND,USD,,,,,,,A,,11.64,Wilmington,DE
15391,20161031,2016,INDL,PMM,PUTNAM MANAGED MUNI INCOME,USD,,,,,,,A,,7.48,Boston,MA
15392,20160831,2016,INDL,JMM,NUVEEN MULTI-MKT INCM FD,USD,,,,,,,A,,7.48,Chicago,IL
15396,20161231,2016,INDL,SXCP,SUNCOKE ENERGY PARTNERS LP,USD,1696,121.4,0.574,942.3,1.5,566,A,889.658,19.25,Lisle,IL
15398,20161231,2016,INDL,VLT,INVESCO HIGH INCOME TRUST II,USD,,,,,,,A,,14.253,Atlanta,GA
15414,20160630,2016,INDL,TECH,BIO-TECHNE CORP,USD,1129.581,64.664,1.56,250.301,,302.905,A,4201.1336,112.77,Minneapolis,MN
15417,20161231,2016,INDL,BRO,BROWN & BROWN INC,USD,5287.343,257.491,8.297,2927.132,143.111,1274.752,A,6285.0654,44.86,Daytona Beach,FL
15420,20170131,2016,INDL,AMBA,AMBARELLA INC,USD,512.271,57.747,0.669,57.637,2.07,248.349,A,1655.4361,49.61,Santa Clara,CA
15421,20161231,2016,INDL,RQI.,RBC TARGET 2021 CORP BD IDX,CAD,,,,,,,A,,,Toronto,ON
15422,20161231,2016,INDL,RAVI,FLEXSHARES READY ACCESS VAR,USD,,,,,,,A,,75.51,Chicago,IL
15446,20161231,2016,INDL,EMIS,EMISPHERE TECHNOLOGIES INC,USD,6.584,,,167.992,,7.81,A,36.4122,0.6,Roseland,NJ
15448,20161231,2016,INDL,CIN3,DUKE ENERGY INDIANA INC,USD,12164,380,,8097,-7,1690,A,,,Plainfield,IN
15459,20161231,2016,INDL,TG,TREDEGAR CORP,USD,651.162,49.951,2.8,340.379,15.406,759.227,A,790.416,24,Richmond,VA
15481,20160930,2016,INDL,UBMRF,URBANIMMERSIVE INC,CAD,1.513,-1.063,,0.481,,1.518,A,9.579,0.2,Laval,QC
15486,20161231,2016,INDL,HAJ.,HORIZONS ACTIVE EMRG MKT DIV,CAD,,,,,,,A,,11.98,Toronto,ON
15488,20161231,2016,INDL,HAD.,HORIZONS ACTIVE CDN BOND ETF,CAD,,,,,,,A,,9.74,Toronto,ON
15508,20161231,2016,INDL,NGLOY,ANGLO AMERICAN PLC,USD,50149,2807,,25824,611,17598,A,,7.167,London,
15509,20161231,2016,INDL,HSBC,HSBC HLDGS PLC,USD,2374986,-4952,241,2192408,3264,37848,A,,40.18,London,
15509,20161231,2016,FS,HSBC,HSBC HLDGS PLC,USD,2374986,-4952,241,2192408,,,A,,40.18,London,
15520,20170131,2016,INDL,SIG,SIGNET JEWELERS LTD,USD,6597.8,509.6,29.566,3495.7,104,5707.1,A,5304.861,77.67,Hamilton,
15521,20170131,2016,INDL,SPLS,STAPLES INC,USD,8271,-1434,77.44,4575,71,16962,A,6002.724,9.2,Framingham,MA
15532,20161231,2016,INDL,BNPQY,BNP PARIBAS,USD,2191607.137,7713.514,,2080578.993,2257.073,40289.646,A,,31.933,Paris,
15532,20161231,2016,FS,BNPQY,BNP PARIBAS,USD,2191607.137,7713.514,,2080578.993,,,A,,31.933,Paris,
15539,20161231,2016,INDL,PRTK,PARATEK PHARMACEUTCLS INC,USD,135.732,-111.652,0.05,64.14,,109.226,A,359.7286,15.4,Boston,MA
15543,20161231,2016,INDL,SRAX,SOCIAL REALITY INC,USD,26.899,-4.248,,18.075,,39.488,A,42.6791,6.14,Los Angeles,CA
